数据分析师,上海·浦东新区·世纪公园,立邦集团,15-20K·13薪,本科,3-5年,建筑设计
数据分析师,上海·静安区·大宁,欧唯特,15-20K·14薪,本科,5-10年,企业服务
数据分析高级专员,上海·静安区·南京西路,上海链家,12-18K,本科,1-3年,工程施工
数据分析师,上海·静安区·汶水路,上海米居,11-20K,本科,1-3年,移动互联网
高级数据分析顾问,上海·静安区·南京西路,毕马威,12-24K,本科,3-5年,咨询
数据分析师,上海·浦东新区·陆家嘴,贵酿酒业,15-26K·13薪,本科,5-10年,食品/饮料/烟酒
数据分析师,上海·浦东新区·陆家嘴,银科创展投资集团,11-20K,硕士,1-3年,证券/期货
数据分析师（偏商业分析）,上海·杨浦区·五角场,南极电商,15-25K·15薪,本科,3-5年,互联网
数据分析师,上海·浦东新区·张江,eBay,20-40K·13薪,本科,经验不限,电子商务
数据分析师,上海·嘉定区·丰庄,齐家网,14-28K,本科,5-10年,互联网
数据分析师,上海·浦东新区·张江,序言泽,15-30K·13薪,本科,1-3年,互联网
数据分析师,上海·浦东新区·金桥,咪咕视讯,15-25K·15薪,本科,5-10年,移动互联网
数据分析师,上海·嘉定区·外冈,宏信建发,12-24K,本科,1-3年,工程施工
资深数据分析师,上海·杨浦区·东外滩,华人运通控股(上...,15-30K·14薪,本科,3-5年,新能源
数据分析师,上海,巴乐兔,11-17K·13薪,本科,1-3年,互联网
急招-理财数据分析师,上海·徐汇区·龙华,平安付,15-30K·15薪,本科,3-5年,互联网
商业数据分析,上海·浦东新区·塘桥,上海金大师,15-20K,本科,3-5年,互联网金融
数据分析师,上海·浦东新区·塘桥,蜻蜓FM,12-18K,不限,1-3年学历,互联网
数据分析师,上海·徐汇区·徐家汇,凯淳实业,9-14K,本科,1-3年,电子商务
CRM数据分析师(J10521),上海·徐汇区·康健,如家酒店集团,12-15K,本科,1-3年,旅游
数据分析师,上海·长宁区·北新泾,货车帮,11-22K,本科,1-3年,互联网
BI数据分析师,上海·闵行区·南方商城,途虎养车网,20-40K·13薪,本科,5-10年,O2O
数据分析师,上海·闵行区·合川路,巨量引擎,20-30K,本科,3-5年,移动互联网
电商数据分析,上海·静安区·静安寺,大金(中国),10-15K,本科,3-5年,机械设备/机电/重工
数据分析师,上海·闵行区·机场,东方航空,10-15K,本科,3-5年,计算机软件
数据分析师,上海·浦东新区·张江,韩创科技,12-20K,本科,3-5年,互联网
数据分析师,上海·杨浦区·延吉,UCloud,10-15K,本科,在校/应届,互联网
数据分析师,上海·松江区·新桥,云汉芯城,12-17K,本科,3-5年,互联网
数据分析与流程优化,上海·长宁区·北新泾,怪兽充电,9-13K·13薪,本科,1-3年,互联网
经营数据分析,上海·青浦区·青浦城区,亚士创能,10-15K·14薪,本科,3-5年,化工
数据分析师,上海·虹口区·周家嘴路,英语流利说,20-30K·13薪,本科,1-3年,在线教育
数据分析师,上海·浦东新区·塘桥,嘉银金科,15-20K·14薪,本科,1-3年,互联网金融
资深数据分析师,上海·闵行区·虹桥,集韵化妆品,10-15K·13薪,大专,3-5年,日化
运营数据分析,上海·杨浦区·新江湾城,锐锢商城,10-15K·13薪,本科,1-3年,电子商务
数据分析实习生（上海）,上海·徐汇区·漕河泾,医渡云,160-200元/天,本科,4天/周6个月,互联网
银行数据分析（上海）,上海·浦东新区·金桥,长亮科技,10-15K·13薪,硕士,1-3年,计算机软件
CRM资深数据分析师,上海·虹口区·虹口足球场,慧辰资讯,10-15K·13薪,本科,3-5年,互联网
价格数据分析岗,上海·嘉定区·嘉定镇,京东物流-华东区域,7-12K·14薪,本科,经验不限,物流/仓储
高级数据分析经理,上海·青浦区·赵巷,万嘉惠,10-11K,本科,1-3年,服装/纺织/皮革
电商数据分析（实习）,上海·静安区·南京西路,数据科技,8-10K,本科,经验不限,互联网
数据分析实习生,上海·徐汇区·龙华,明略科技,180-230元/天,本科,4天/周6个月,互联网
高级数据分析师,上海·闵行区·虹桥,旺旺集团,15-30K,大专,5-10年,企业服务
数据分析师,上海·奉贤区·西渡,上海水星家纺,9-14K,本科,3-5年,其他行业
数据分析师,上海·徐汇区·漕河泾,DATATOM,10-15K,本科,3-5年,数据服务
数据分析师,上海·杨浦区·鞍山,平安好学,6-9K,本科,1-3年,在线教育
